Review_Date,Reviewer_Name,Rating,Review_Text
2024-02-12,Jules,5.0,delicious food every time. attentive and accurate waitstaff. we'll be back!
2024-02-11,johnd,2.0,"7:00 pm reservation made days ahead. arrived and were told it would be ""a couple of minutes"" 25 minutes later we were taken to a table.....that was already occupied. finally seated 35 minutes after arriving. not good, however our waiter was excellent on every level and the food never disappoints. having said that, none of it is worth waiting 35 minutes for when there are other more efficient options. after decades of being a customer i doubt we'll go back. really poor table management and they really don't care."
2024-02-10,BrigidD,5.0,"it was a little bit of a wait for our table even with a reservation but subsequently everything went smoothly. our waiter was just super super nice and i appreciate the creative fish dishes and sides here. husband and i cleaned our plates.

one thing to note--could corporate make the up-to-date nutrition facts available? there are published nutrition facts but none of the stuff listed was on today's menu."
2024-02-10,SPC73,5.0,we had a great experience as always. shae was a wonderful server. we have also had jeff in the past. i have also eaten at the bar and the staff there is amazing!
2024-02-09,HarrietA,3.0,"food has been better. since it has been sold, not as superior quality.  too expensive for shat you get...
server was great, let us sit as long as we liked."
2024-02-06,Retiredteacher,5.0,"4 different dinners, all excellent.  service couldn’t have been better!"
2024-02-05,Julie,4.0,the staff was very welcoming and professional.   the restaurant was clean and inviting.   prices were high.   service was good.  food was okay.
2024-02-04,AnaR,3.0,"despite having a reservation, we had to wait 15 minutes for the table. we saw people a little bothered by the wait and the hosts were not very friendly."
2024-02-03,MelC,4.0,"our server chae was wonderful!  happy, helpful, knowledgeable.
the lobster roll - (hot) just ok"
2024-02-03,StephanieP,5.0,"the food and drinks were delicious and service was outstanding. our server, jeff, was so friendly, helpful, and attentive."
2024-02-02,jmel,5.0,the trout dish was a big hit! the server sweetly catered  to the older guest that was with me. thank you
2024-02-01,Ballou,5.0,"jeff, our waiter, did a terrific job! his meal suggestion was spot on! seafood casserole for me! salmon for my wife! the bon-bons for dessert-perfect!"
2024-01-31,YSKim,5.0,our server judith l made our dining experience very memorable.  she exceeded our expectations-:))
2024-01-30,Kimberly,2.0,very poor quality of food especially for the cost.  no seasoning.  shells in my entree.
2024-01-29,JohnE,5.0,delicious food and excellent service. superb accommodation of food allergies.
2024-01-28,AllisonM,4.0,"the fish tacos, salmon and chicken sandwich were all very tasty.  service was competent and friendly."
2024-01-27,Wzaza,4.0,"the striker was a bit overcooked. good but not great. bring back the lemon caper dole!!!!!!!! our waiter, jeff, was fantastic."
2024-01-27,Misha,5.0,"our waiter was wonderfully pleasant, the food was great - we each got the lobster roll, tons of warm lobster, delicious - and were happy with our dining experience."
2024-01-26,CFCF,5.0,always a fan with eating at the bar.  the bartenders were attentive and friendly.
2024-01-26,MichelleP,5.0,amazing lobster roll!  our waiter quincy was great very attentive and had a wonderful demeanor.
2024-01-24,OpenTable Diner,5.0,always excellent food and service. the lobster roll was the biggest and most delicious that i have ever had....and i have eaten lots of lobster rolls in my lifetime!
2024-01-24,Ballou,5.0,"another great lunch with judy, our favorite server!"
2024-01-24,BobD,5.0,"judith provided excellent, attentive, friendly & timely service.
food was fresh, well prepared and spiced, nicely presented."
2024-01-24,Resident,4.0,menu had a good selection and healthy choices. lots of protein chosices to add to salads which were fresh.
2024-01-23,Simplie,5.0,"clean and well ran restaurant. outstanding, genuine customer service by quincy. we made a reservation for our next visit and requested him. the ladies that i met there for lunch said that the manager of legal's came over to the table, they had a bit of conversation and was really nice. i think that is quite awesome that the manager too the time to stop by the customer's tables. once again, quincy is a great waiter. he makes you felt welcomed and he is attentive."
2024-01-20,ChrisG,4.0,"we have dined at legal many times.  the food is always good.  the menu has changed recently and some of my favorites were not listed (the szechuan green beans and the street corn sides, for example).  on the plus side, they offered fish tacos, which were very good.  they did have options for the vegan members of the family and also gluten free options."
2024-01-19,KevinB,3.0,"the food was good, the service was excellent, but it is insanely expensive for those things l. it is much more expensive than other restaurants of a similar level, in my opinion."
2024-01-18,ChristopherW,5.0,food and service were great! excellent atmosphere for a business dinner.
2024-01-18,Tsquared,5.0,"the only negative is the booth we were sitting in, the seat was worn out and ripped.  it sort of took all of us by surprise, as the restaurant is always clean and presentable."
2024-01-16,JackS,4.0,great experience with family on a stormy night. place was empty. service was attentive. food was excellent.
2024-01-16,Lobster4Me,4.0,"two for one lobster rolls is a good deal. extra long roll filled with claw and knuckle meat/celery/scallions and very light mayo. served with tasty fries and good cole slaw.
one is $43, which is a bit pricey. overall, prices are steep, but that's legals.
a 6 oz glass of wine for $15!"
2024-01-15,BobT,3.0,not as good as in the past.  legal definitely moving downward in overall value.
2024-01-15,out2dine,5.0,"we sat at a very nice table and enjoyed a wonderful dinner. legal’s had their clam chowder promotion and we had 2 bowls of delicious clam chowder. they were out of steak and swordfish, so we picked grilled shrimp and scallops for entrees and both were excellent. the waitress was friendly and gave us excellent service. legal seafoods continues to be one of our favorite restaurants in the area."
2024-01-15,StephenK,3.0,"as a loyal customer of legal seafood in framingham i was disappointed to be seated at a table on the upper level that had torn seating which had been repaired with blue duct tape.  i also noticed a second table with the same worn upholstery.  i don't believe this is an acceptable standard for ppx hospitality.  my concern is that lack of attention to this detail will spill over into more critical functions of the restaurant's operation.  this property is in need of renovation.  for my visit, the food and service were very good."
2024-01-15,Elizabeth,5.0,best clam chowder i’ve ever had. everything was excellent.
2024-01-13,CraigB,3.0,"legals remains several notches below what it was for many years and it is a shame to see this restaurant fall so far. the menu options are very limited and largely over-priced. as is typical recently, asking for various meals or side dishes is met with a response for the waiter that people ask for that all the time but it is not on the menu. the service has gone from being truly special to average at best. we waited 15 minutes to be acknowledged. rolls that we asked multiple times did not arrive until the meals came."
2024-01-11,Ballou,5.0,"we returned to legal framingham today just two days after our last visit. about the same time-4:00 pm. as we expected, the food and service was great! judy, our server, was outstanding. all of our selections were delivered hot and tasty. my fish sandwich platter and my wife’s salmon were perfect. emily, the  manager, stopped by to see how we were enjoying our early dinner and to respond to our last review. needless to say, we were impressed with her sincerity and commitment to providing the best dining experience. legal framingham remains one of our top choices for lunch and dinner!"
2024-01-09,Ballou,3.0,"unfortunately, our meal wasn’t up to legal’s usual standards. it was probably due to the time of day-3:30 pm. the rolls served were stale and the broccoli wasn’t too hard and had to be sent back. my lobster roll was a bit tough. our server did everything right. unfortunately, the kitchen let him down. even though this experience wasn’t the best, we will return."
2024-01-01,GR8place,3.0,"we visit legal often, this time the meal was below the usual high quality. my salmon was undercooked even when i asked for it to be well done. my wife’s fish was not very warm when served but we conceded getting the staff attention on a busy night in framingham. we will try other spots but like not this one again. the server at the bar was friendly, talkative and very busy."
2024-01-01,SusanK,5.0,"a little dinner in the bar at lsf doesn’t disappoint- a crisp, cold, delicious martini, some oysters and crab cakes- perfect year end."
2024-01-01,idaP,3.0,"not interested in 20yr old flippant servers. separate checks means separate checks, not split. didnt want my friend to have to pay for mine. but she did because it was split. and he did not offer to change it right away so my friend paid more because she kindly let it go but it was clearly not what i wanted and then he made some flippant comment."
2023-12-31,BethW,5.0,"our new year’s eve dinner at legal couldn’t have been a better experience.  prompt service, comfortable atmosphere, delicious cocktails and a nice menu.  our server patrick was more than competent, efficient, and friendly-great job!!!"
2023-12-29,TamarG,3.0,"our server was an absolute star! however, the food here is always so mediocre - it's so expensive for such meh food, save your money."
2023-12-28,GTuval,5.0,"tom was knowledgeable, friendly, and attentive. super awesome"
2023-12-28,PamelaZ,1.0,we had a good meal that ended with seeing a mouse in the dining room. we spoke to the manager who never apologized nor did anything to compensate for our horror. what was scampering around our food at night if that’s what’s visible by day!? yuck! never going back and shame on that manager!
2023-12-27,YSKim,5.0,"our server judith was attentive, courteous, and efficient.  our meal was prepared to our exact order and delivered to our table in a timely manner."
2023-12-26,JackS,3.0,"the framingham store which is usually stellar, was a little off their game tonight. 
they ran out of my usually requested liquor yet still charged me for it on the bill.
they brought over the wrong wine for a 2nd glass even though it was a refill.
oh, well, i guess we'll chalk it up to post holiday fatigue and i'm sure this usually very good team will be back on par for our next visit."
2023-12-23,TomR,5.0,seats in booths are worn and should be replaced. larger water cups.
2023-12-23,OpenTable Diner,5.0,"was a great visit. our first time to this location. they have a new (at least to us) menus with so many gluten free offerings, it was awesome. will be going back again now knowing that."
2023-12-22,OpenTable Diner,5.0,sam was truly excellent. we enjoyed our meal very much.
2023-12-22,DavidF,5.0,terrific celebration night. a+ all around! great food great service!
2023-12-21,LynneA,5.0,"the food was delicious and served quickly. and being the holiday season, there was a festive feel to the evening"
2023-12-20,GeoffreyM,1.0,"very slow service, nice but overwhelmed waitress not supported by lousy delivery. 30 minutes to get drinks, came after appetizer, very slow desert....i ordered vanilla ice cream & espesso came 20 mins apart. ridiculous. food ordinary apart from clam chowder which continues to be only reason i still use lsf"
2023-12-17,LynS,4.0,"our waitress was amazing! she was nice, polite, and showed her comedic personality. she got our meals to the table in a timely manor and casually checked back to support our needs. thank you for giving great customer service."
2023-12-17,Bllgh,5.0,server was excellent. the striped bass special was outstanding. the vegetable selections are extensive and very good. much better than other restaurants
2023-12-16,Scooter,5.0,"so happy that it felt like the old legal's was back. after the sale the menu had changed, now they are now offering more choices that were missing. like very much that the test kitchen has a new section on the menu. still missing the asian choices of the past. my mediteranean swordfish was excellent as were the jumbo shrimp!  and the rolls are always the best!"
2023-12-14,Megan,5.0,"wonderful service, excellent food. always come here when in boston."
2023-12-13,DeborahB,5.0,"great food, a bit costly but not over the top.  portions were ample. fish was perfectly cooked (trout and halibut) and seasoned.  bread was hot and tasty. 
dessert was good. like it especially because seating is well spaced for those more compromised."
2023-12-10,StephenK,3.0,"have been a loyal legal's guest for 35 years.  very disappointed with the special halibut and sea bass entrees.  both were overcooked (dry) served with undercooked poor-quality asparagus and bland jasmine rice.  the crab meat served on top of the halibut lacked flavor.  having recently enjoyed sea bass at legal's sister restaurant, smith & wollensky, a steak house, i have to wonder why legal's cannot deliver as good, if not, superior quality fish entrees."
2023-12-10,MaryC,4.0,service was excellent -
2023-12-10,OpenTable Diner,4.0,yellow fin tuna was delicious and perfectly cooked.  i like eating there because i’m gf.
2023-12-08,sunningdale,5.0,"legal is one of the few restaurants where you know you will always get quality food and exceptional service.
our visit last night once again met those expectations"
2023-12-07,danak,4.0,the pace and seating were excellent!  it was a most enjoyable evening and i would return!
2023-12-07,Ballou,5.0,"amanda was fantastic. food and service great as always. lunch salmon and crab salad roll as usual. bon bons for desert.  nice, quiet booth. used my $10 bonus discount (app) as well. great place for an early weekday dinner."
2023-12-07,BrianT,5.0,"great food, attentive staff, clean and modern ambiance."
2023-12-01,Wzaza,3.0,nice dinner but not what we were used to at legal. missed the sole dishes as well as oysters legal. seems the menu has shrunk.
2023-11-28,Ross,5.0,waiter was very helpful and friendly. this was the best meal i have had at legal seafoods in the past 3 years. i loved the new menu.
2023-11-27,sisjps1021,5.0,the bartender was amazing. not only was he attentive in serving us a glass of wine and a cocktail but he went above and beyond. thank you again for going the distance. love the framingham location!
2023-11-27,VitoD,4.0,"rug and dining room was tired, need to updated. food was great and so was the service.."
2023-11-27,OpenTable Diner,3.0,just so so. whatever happened to the original concept?
2023-11-25,ChartHouse,5.0,great food and service!  they even made a slight modification from their old menu upon request (calamari) which we really appreciated!
2023-11-24,OpenTable Diner,4.0,"server was excellent! kind and personable; well managed large party (11 people). no issues with her at all.

we’ve had our family thanksgiving gatherings here for years and this year food definitely not as good as in past. examples: rice pilaf cold, broccoli  burnt and undercooked; some fish dishes dry; chowder wicked salty.

host station people also very good. our reservation was at 1p on 11/24/23 in framingham."
2023-11-24,KateR,5.0,jeff made our day!  the food was fantastic and jeff's service was outstanding.
2023-11-18,OpenTable Diner,5.0,"absolutely amazing. the manager, alondra, greeted us and was super friendly.  our server sean was so attentive. he told us about the specials and made suggestions on which wine to select. sean made sure to check in with us during our meal and actually poured wine into our glasses each time he stopped to at the table. another manager, i believe her name was emily, checked on our experience as well and had the biggest and best smile. overall from start to finish we could not have been happier with our saturday night dinner and experience."
2023-11-18,LenL,5.0,food and waitstaff were both excellent. delivers consistently high-quality.
2023-11-16,OpenTable Diner,5.0,"new menu was perfect, everything was delicious and service was excellent, will be back!!"
2023-11-12,LoriL,5.0,"overall, our food was very good but didn't come out "" hot""....my husband had a clam chowder which was warm.....i had the tuna from ltk. flavors were great but the brocolli had a little too much soy for my liking. calamari was perfectly cooked and delish."
2023-11-12,Ballou,5.0,"judy, our server was fantastic! i had the crab roll, whipped sweet potatoes and coleslaw. the pumpkin cheese cake dessert was phenomenal. my partner had grilled salmon, whipped sweet potatoes, and steamed broccoli. comfortable booth in a quiet area. always a great time at legal framingham!"
2023-11-10,OpenTable Diner,3.0,6:30 appointment and we were seated right on time. not sure if our waitress was new or just having a bad night. took forever to take our drink orders and even longer to get them. food was great per usual once we finally ordered. the food definitely saved the night because although the waitress was very nice she took forever to get everything.
2023-11-08,KimmB,5.0,"first time in framingham in a long time.  great service, great food, not crowded, not noisy, wonderful booths.  my only complaint is that they should have a lunch menu with smaller portions and prices."
2023-11-04,Greg,3.0,"kind of a disappointing meal. we’ve dined here many times. as much a frustrating meal as anything. we asked for feta instead of blue cheese on a salad with filet. it came with blue cheese. means the person with the salad doesn’t start eating until 10 minutes after everyone else. asked for plain, steamed broccoli. it came covered in butter sauce. now child is eating chicken with no vegetable for 10 minutes. asked for no butter sauce on fish. that was done, but the asparagus it came with was smothered in butter sauce so the fish was sitting in butter sauce.  the mashed sweet potatoes tasted like salt. so not good. ended up being a disappointing meal all around. when you pay as much as you do at legal seafood, you expect these things to be correct. and you expect your food to be prepared properly. when that isn’t done, you’re tossing a lot of money at a bad meal."
2023-11-04,Marci,5.0,great lunch menu. lots of variety. not just fish and seafood. old favorites and great new additions. we'll be back!
2023-11-03,MauraF,5.0,"the staff was so friendly, patient and helpful with our large party and did not rush us.  the food was very good, but our server went above and beyond.  many thanks!!!"
2023-11-03,JeanS,5.0,great food and service . yay legal  seafood you rock!
2023-11-02,Aaron,1.0,"the last time we came, i almost didn't come back because the service was so poor, but the food was great, so we gave it another shot. this time, the service was worse and the food was bad, too. i have a soft spot for legal sea foods because i used to eat at the copley mall location very often, but it's a different place now.

i'll say it again: i realize how hard it is to find good servers, but when your dinner for two with no alcohol is $120, you expect a little bit more than the slow, inattentive, tone-deaf service we received last night.

our server didn't even notice us for 15 minutes after we were seated, rushed us through our orders and seemed in too much of a hurry to let me finish a sentence, delivered the wrong fish (grilled, not blackened), and their ""fix"" for this was to just rub the blackening seasoning on my already-cut fish and hand it back to me.

she took 10 minutes to deliver simple seltzer waters, messed up my friend's meal and had to re-cook it (why not mine?), and then was tone-deaf enough to ask us if we were thinking about dessert when she hadn't even brought the seltzers we asked for yet.

legal sea foods framingham is circling the drain. the kids who work there need to be sent out to have dinner at a really nice place so they can see what real service is supposed to look like, because they have absolutely no clue. we'll just go to burton's next door from now on, at least they know how to operate a restaurant."
2023-10-31,JackS,5.0,"legal seafoods is a favorite but the quality of food, service and ambience varies widely from location to location. my wife and i have been faithful patrons of lsf for over 40 years and have witnessed many ups and downs throughout both the berkowitz and ppx years. we live south of boston but make our way to the framingham store as its food and service are head and shoulders above most other locations. the gm and team are obviously doing something right."
2023-10-28,SrMedDir,4.0,grilled octopus was very good. rainbow trout had no bones and was delicious. salmon was expertly prepared. wait staff were very attentive and excellent overall.
2023-10-28,KahunaMystic,5.0,"i don't recall our server's name but she was very nice. she could have been a bit more attentive in that i had to wait quite a while to ask her for a water refill but, for the most part, she was friendly and professional."
2023-10-27,Martha,4.0,excellent food!  service was slow but we weren’t in a hurry.
2023-10-27,YSKim,5.0,"our server andy was attentive, courteous, and efficient.  food was prepared to our exact order, delivered to our table timely, and tasty."
2023-10-25,JosieY,5.0,wonderful experience celebrating a birthday.  will be back.
2023-10-23,CarolK,5.0,"food was excellent as always, the service was great. would definitely go back."
2023-10-22,NathanS,5.0,staff was friendly and food was fantastic! the lobster roll was amazing.
2023-10-22,PeggyR,5.0,the same great legal's menu served at this metro west location. easy to find off the mass pike on route 9 with ample parking
2023-10-19,OpenTable Diner,5.0,had a great experience. new menu items were great ! will definitely come back to try again.
2023-10-18,ChrisM,5.0,"as always....excellent.  in fact one of the guests with me, at there 2 nights in a row!"
2023-10-18,Foodguy,3.0,"the service was attentive and polite, but unfortunately the food has gone downhill in recent years. the famed chowder was just ok, and the baked haddock was fishy and overcooked. overpriced for what it is. there are better alternatives."
2023-10-17,WadeP,5.0,clam chowder is a must. seafood casserole was fantastic! service was appropriately attentive.
2023-10-14,OpenTable Diner,3.0,"had a reservation at 6, got there early. hostess gave our table that we request two people who didn’t even have a reservation, hostess claimed that they needed to get through reservations of 5:30 and 5:45 first, no one was there for those reservations. was forgotten about after we order our meal for almost an hour. nice waitress did comp most of our meal. rude hostess though."
2023-10-13,LindaB,5.0,we grew up in massachusetts and now live on the west coast. we treated ourselves to baked stuffed lobster (smaller size) and it was everything we hoped for sean was a great server. it was a little loud in there but otherwise everything was perfect.
2023-10-13,Scott,3.0,tiny portion size for the tuna...hardly even appetizer size
2023-10-09,Aaron,3.0,"legal sea foods has always been a solid option, and one that i choose when i just want reliably good food and a nice dining experience. the food at legal remains fabulous. i had a yellowfin tuna steak and it was delicious and cooked perfectly.

service at our framingham legal, though, has been a bit up and down. i realize that restaurants aren't having the easiest time finding help, but when you're charging $50 a plate (and i feel the price is worth it for the food), it's rough to be seated and served by young kids who don't know what they're doing.

we were given lunch menus instead of dinner menus (almost didn't notice), our server forgot 1/3 of the order until it was too late to fix it, and was slow to bring even very simple water refills.

that isn't the kind of experience you expect when you're going to pay about $100 for two people for a basic dinner (we weren't even drinking alcohol).

i'll still return to legal, i still think the food is great, but i hope they lean into staff training a bit more."
2023-10-09,CharleneM,5.0,"chowder is hard to beat. excellent lobster roll and great key lime pie. we met with old friends
and  our waiter didn’t rush us at all."
2023-10-08,lefty,4.0,only real downside: no southern comfort or tia maria. vodka tonic was the worst i ever had.
2023-10-07,Pohlin,3.0,ordered the seafood platter.  scallops were way over cooked.  took a while for the check to come.  requested a change in table as we were next to a loud party.
2023-10-04,OpenTable Diner,3.0,"they brought wrong food
server was very busy so service wasn’t up to usual standards
but still love legal’s!"
2023-10-03,OleAnder,4.0,the wellfleet oysters and yellow fin tuna (seared only) were excellent!
2023-10-01,out2dine,4.0,"our reservation was for 4 people and they were able to quickly change it when 1 more person showed up. legals clam chowder is delicious and always a must order item. all of our entrees were fresh and very delicious. mediterranean swordfish was a generous portion and very good. cioppino was loaded with seafood and excellent.

my only complaint is the waitress was not very friendly and didn’t want to spend any extra time with us. she was very abrupt and gone by the time we had a question to ask. it seemed hard to communicate with her and i felt like we were bothering her if we asked a question."
2023-10-01,OpenTable Diner,5.0,"the food, service & ambience were top notch!  can't wait to get back!"
2023-09-25,KATV,4.0,"we enjoyed the lobster day special! a ""mini"" lobster roll that was a good size along with very good lobster bisque, cole slaw and fries.  we all wished that this was a regular on the menu."
2023-09-23,maryk,5.0,"great meal shared with family members, service was very good, personally appreciated gluten free fried clams; salads, lobster ravioli, fish and chips and mexican cod all enjoyed by all.  only criticism was noise level - difficult to hear waiter, conversation through out dinner above music ( may have been seated too close to a speaker.) - but look forward to eating there again."
2023-09-21,REDSOX,3.0,"service was great. food was tasty and well presented, but portion size has shrunk considerably. ( 5 scallops for $28.) lunch at legal is no longer an enticing option."
