Review_Date,Reviewer_Name,Rating,Review_Text
2024-02-14,jsands222,5.0,"Food is consistently good. Fresh and  well prepared. Excellent service. 

Love the Bob Bons for dessert. Always a great. 

Will return"
2024-02-14,Mike,4.0,The back room was not nice compared to restaurant
2024-02-14,Jaye,4.0,"The menu and  quality have changed greatly since original owner sold.    Mypartners cioppini was very good.   My salmon was dry, vege's grilled and burned.   The cole slaw was the best thing."
2024-02-12,Jules,5.0,Delicious food every time. Attentive and accurate waitstaff. We'll be back!
2024-02-11,johnd,2.0,"7:00 pm reservation made days ahead. Arrived and were told it would be ""a couple of minutes"" 25 minutes later we were taken to a table.....that was already occupied. Finally seated 35 minutes after arriving. Not good, however our waiter was EXCELLENT on every level and the food never disappoints. Having said that, none of it is worth waiting 35 minutes for when there are other more efficient options. After decades of being a customer I doubt we'll go back. Really poor table management and they really don't care."
2024-02-10,BrigidD,5.0,"It was a little bit of a wait for our table even with a reservation but subsequently everything went smoothly. Our waiter was just super super nice and I appreciate the creative fish dishes and sides here. Husband and I cleaned our plates.

One thing to note--could corporate make the up-to-date nutrition facts available? There are published nutrition facts but none of the stuff listed was on today's menu."
2024-02-10,SPC73,5.0,We had a great experience as always. Shae was a wonderful server. We have also had Jeff in the past. I have also eaten at the bar and the staff there is amazing!
2024-02-09,HarrietA,3.0,"Food has been better. Since it has been sold, not as superior quality.  Too expensive for shat you get...
Server was great, let us sit as long as we liked."
2024-02-06,Retiredteacher,5.0,"4 different dinners, all excellent.  Service couldn’t have been better!"
2024-02-05,Julie,4.0,The staff was very welcoming and professional.   The restaurant was clean and inviting.   Prices were high.   Service was good.  Food was okay.
2024-02-04,AnaR,3.0,"Despite having a reservation, we had to wait 15 minutes for the table. We saw people a little bothered by the wait and the hosts were not very friendly."
2024-02-03,MelC,4.0,"Our server Chae was wonderful!  Happy, helpful, knowledgeable.
the lobster roll - (hot) just OK"
2024-02-03,StephanieP,5.0,"The food and drinks were delicious and service was outstanding. Our server, Jeff, was so friendly, helpful, and attentive."
2024-02-02,jmel,5.0,The trout dish was a big hit! The server sweetly catered  to the older guest that was with me. Thank you
2024-02-01,Ballou,5.0,"Jeff, our waiter, did a terrific job! His meal suggestion was spot on! Seafood casserole for me! Salmon for my wife! The bon-bons for dessert-perfect!"
2024-01-31,YSKim,5.0,Our server Judith L made our dining experience very memorable.  She exceeded our expectations-:))
2024-01-30,Kimberly,2.0,Very poor quality of food especially for the cost.  No seasoning.  Shells in my entree.
2024-01-29,JohnE,5.0,Delicious food and excellent service. Superb accommodation of food allergies.
2024-01-28,AllisonM,4.0,"The fish tacos, salmon and chicken sandwich were all very tasty.  Service was competent and friendly."
2024-01-27,Wzaza,4.0,"The striker was a bit overcooked. Good but not great. Bring back the lemon caper dole!!!!!!!! Our waiter, Jeff, was fantastic."
2024-01-27,Misha,5.0,"Our waiter was wonderfully pleasant, the food was great - we each got the lobster roll, tons of warm lobster, delicious - and were happy with our dining experience."
2024-01-26,CFCF,5.0,Always a fan with eating at the bar.  The bartenders were attentive and friendly.
2024-01-26,MichelleP,5.0,Amazing lobster roll!  Our waiter Quincy was great very attentive and had a wonderful demeanor.
2024-01-24,OpenTable Diner,5.0,Always excellent food and service. The lobster roll was the biggest and most delicious that I have ever had....and I have eaten lots of lobster rolls in my lifetime!
2024-01-24,Ballou,5.0,"Another great lunch with Judy, our favorite server!"
2024-01-24,BobD,5.0,"Judith provided excellent, attentive, friendly & timely service.
Food was fresh, well prepared and spiced, nicely presented."
2024-01-24,Resident,4.0,Menu had a good selection and healthy choices. Lots of protein chosices to add to salads which were fresh.
2024-01-23,Simplie,5.0,"Clean and well ran restaurant. Outstanding, genuine customer service by Quincy. We made a reservation for our next visit and requested him. The ladies that I met there for lunch said that the Manager of Legal's came over to the table, they had a bit of conversation and was really nice. I think that is quite awesome that the Manager too the time to stop by the customer's tables. Once again, Quincy is a great waiter. He makes you felt welcomed and he is attentive."
2024-01-20,ChrisG,4.0,"We have dined at Legal many times.  The food is always good.  The menu has changed recently and some of my favorites were not listed (the Szechuan green beans and the street corn sides, for example).  On the plus side, they offered fish tacos, which were very good.  They did have options for the vegan members of the family and also gluten free options."
2024-01-19,KevinB,3.0,"The food was good, the service was excellent, but it is insanely expensive for those things l. It is much more expensive than other restaurants of a similar level, in my opinion."
2024-01-18,ChristopherW,5.0,Food and service were great! Excellent atmosphere for a business dinner.
2024-01-18,Tsquared,5.0,"The only negative is the booth we were sitting in, the seat was worn out and ripped.  It sort of took all of us by surprise, as the restaurant is always clean and presentable."
2024-01-16,JackS,4.0,Great experience with family on a stormy night. Place was empty. Service was attentive. Food was excellent.
2024-01-16,Lobster4Me,4.0,"Two for one lobster rolls is a good deal. Extra long roll filled with claw and knuckle meat/celery/scallions and very light mayo. Served with tasty fries and good cole slaw.
One is $43, which is a bit pricey. Overall, prices are steep, but that's Legals.
A 6 Oz glass of wine for $15!"
2024-01-15,BobT,3.0,Not as good as in the past.  Legal definitely moving downward in overall value.
2024-01-15,out2dine,5.0,"We sat at a very nice table and enjoyed a wonderful dinner. Legal’s had their clam chowder promotion and we had 2 bowls of delicious clam chowder. They were out of steak and swordfish, so we picked grilled shrimp and scallops for entrees and both were excellent. The waitress was friendly and gave us excellent service. Legal Seafoods continues to be one of our favorite restaurants in the area."
2024-01-15,StephenK,3.0,"As a loyal customer of Legal Seafood in Framingham I was disappointed to be seated at a table on the upper level that had torn seating which had been repaired with blue duct tape.  I also noticed a second table with the same worn upholstery.  I don't believe this is an acceptable standard for PPX Hospitality.  My concern is that lack of attention to this detail will spill over into more critical functions of the restaurant's operation.  This property is in need of renovation.  For my visit, the food and service were very good."
2024-01-15,Elizabeth,5.0,Best clam chowder I’ve ever had. Everything was excellent.
2024-01-13,CraigB,3.0,"Legals remains several notches below what it was for many years and it is a shame to see this restaurant fall so far. The menu options are very limited and largely over-priced. As is typical recently, asking for various meals or side dishes is met with a response for the waiter that people ask for that all the time but it is not on the menu. The service has gone from being truly special to average at best. We waited 15 minutes to be acknowledged. Rolls that we asked multiple times did not arrive until the meals came."
2024-01-11,Ballou,5.0,"We returned to Legal Framingham today just two days after our last visit. About the same time-4:00 pm. As we expected, the food and service was great! Judy, our server, was outstanding. All of our selections were delivered hot and tasty. My fish sandwich platter and my wife’s salmon were perfect. Emily, the  manager, stopped by to see how we were enjoying our early dinner and to respond to our last review. Needless to say, we were impressed with her sincerity and commitment to providing the best dining experience. Legal Framingham remains one of our top choices for lunch and dinner!"
2024-01-09,Ballou,3.0,"Unfortunately, our meal wasn’t up to Legal’s usual standards. It was probably due to the time of day-3:30 pm. The rolls served were stale and the broccoli wasn’t too hard and had to be sent back. My lobster roll was a bit tough. Our server did everything right. Unfortunately, the kitchen let him down. Even though this experience wasn’t the best, we will return."
2024-01-01,GR8place,3.0,"We visit Legal often, this time the meal was below the usual high quality. My Salmon was undercooked even when I asked for it to be well done. My wife’s fish was not very warm when served but we conceded getting the staff attention on a busy night in Framingham. We will try other spots but like not this one again. The server at the bar was friendly, talkative and very busy."
2024-01-01,SusanK,5.0,"A little dinner in the bar at LSF doesn’t disappoint- a crisp, cold, delicious martini, some oysters and crab cakes- perfect year end."
2024-01-01,idaP,3.0,"Not interested in 20yr old flippant servers. Separate checks means separate checks, not split. Didnt want my friend to have to pay for mine. But she did because it was split. And he did not offer to change it right away so my friend paid more because she kindly let it go but it was clearly not what i wanted and then he made some flippant comment."
2023-12-31,BethW,5.0,"Our New Year’s Eve dinner at Legal couldn’t have been a better experience.  Prompt service, comfortable atmosphere, delicious cocktails and a nice menu.  Our server Patrick was more than competent, efficient, and friendly-great job!!!"
2023-12-29,TamarG,3.0,"Our server was an absolute star! However, the food here is always so mediocre - it's so expensive for such meh food, save your money."
2023-12-28,GTuval,5.0,"Tom was knowledgeable, friendly, and attentive. Super awesome"
2023-12-28,PamelaZ,1.0,We had a good meal that ended with seeing a mouse in the dining room. We spoke to the manager who never apologized nor did anything to compensate for our horror. What was scampering around our food at night if that’s what’s visible by day!? Yuck! Never going back and shame on that manager!
2023-12-27,YSKim,5.0,"Our server Judith was attentive, courteous, and efficient.  Our meal was prepared to our exact order and delivered to our table in a timely manner."
2023-12-26,JackS,3.0,"The Framingham store which is usually stellar, was a little off their game tonight. 
They ran out of my usually requested liquor yet still charged me for it on the bill.
They brought over the wrong wine for a 2nd glass even though it was a refill.
Oh, well, I guess we'll chalk it up to post holiday fatigue and I'm sure this usually very good team will be back on par for our next visit."
2023-12-23,TomR,5.0,Seats in booths are worn and should be replaced. Larger water cups.
2023-12-23,OpenTable Diner,5.0,"Was a great visit. Our first time to this location. They have a new (at least to us) menus with so many gluten free offerings, it was awesome. Will be going back again now knowing that."
2023-12-22,OpenTable Diner,5.0,Sam was truly excellent. We enjoyed our meal very much.
2023-12-22,DavidF,5.0,Terrific celebration night. A+ all around! Great food great service!
2023-12-21,LynneA,5.0,"The food was delicious and served quickly. And being the holiday season, there was a festive feel to the evening"
2023-12-20,GeoffreyM,1.0,"Very slow service, nice but overwhelmed waitress not supported by lousy delivery. 30 minutes to get drinks, came after appetizer, very slow desert....i ordered vanilla ice cream & espesso came 20 mins apart. Ridiculous. Food ordinary apart from clam chowder which continues to be only reason I still use LSF"
2023-12-17,LynS,4.0,"Our waitress was amazing! She was nice, polite, and showed her comedic personality. She got our meals to the table in a timely manor and casually checked back to support our needs. Thank you for giving great customer service."
2023-12-17,Bllgh,5.0,Server was excellent. The striped bass special was outstanding. The vegetable selections are extensive and very good. Much better than other restaurants
2023-12-16,Scooter,5.0,"So happy that it felt like the old Legal's was back. After the sale the menu had changed, now they are now offering more choices that were missing. Like very much that the Test Kitchen has a new section on the menu. Still missing the asian choices of the past. My mediteranean swordfish was excellent as were the jumbo shrimp!  And the rolls are always the best!"
2023-12-14,Megan,5.0,"Wonderful service, excellent food. Always come here when in Boston."
2023-12-13,DeborahB,5.0,"Great food, a bit costly but not over the top.  Portions were ample. Fish was perfectly cooked (trout and halibut) and seasoned.  Bread was hot and tasty. 
Dessert was good. Like it especially because seating is well spaced for those more compromised."
2023-12-10,StephenK,3.0,"Have been a loyal Legal's guest for 35 years.  Very disappointed with the special halibut and sea bass entrees.  Both were overcooked (dry) served with undercooked poor-quality asparagus and bland jasmine rice.  The crab meat served on top of the halibut lacked flavor.  Having recently enjoyed sea bass at Legal's sister restaurant, Smith & Wollensky, a steak house, I have to wonder why Legal's cannot deliver as good, if not, superior quality fish entrees."
2023-12-10,MaryC,4.0,Service was excellent -
2023-12-10,OpenTable Diner,4.0,Yellow Fin Tuna was delicious and perfectly cooked.  I like eating there because I’m GF.
2023-12-08,sunningdale,5.0,"Legal is one of the few restaurants where you know you will always get quality food and exceptional service.
Our visit last night once again met those expectations"
2023-12-07,danak,4.0,The pace and seating were excellent!  It was a most enjoyable evening and I would return!
2023-12-07,Ballou,5.0,"Amanda was fantastic. Food and service great as always. Lunch salmon and crab salad roll as usual. Bon bons for desert.  Nice, quiet booth. Used my $10 bonus discount (app) as well. Great place for an early weekday dinner."
2023-12-07,BrianT,5.0,"Great food, attentive staff, clean and modern ambiance."
2023-12-01,Wzaza,3.0,Nice dinner but not what we were used to at Legal. Missed the sole dishes as well as oysters legal. seems the menu has shrunk.
2023-11-28,Ross,5.0,Waiter was very helpful and friendly. This was the best meal I have had at Legal Seafoods in the past 3 years. I loved the new menu.
2023-11-27,sisjps1021,5.0,The bartender was amazing. Not only was he attentive in serving us a glass of wine and a cocktail but he went above and beyond. Thank you again for going the distance. Love the Framingham location!
2023-11-27,VitoD,4.0,"Rug and dining room was tired, need to updated. Food was great and so was the service.."
2023-11-27,OpenTable Diner,3.0,Just so so. Whatever happened to the original concept?
2023-11-25,ChartHouse,5.0,Great food and service!  They even made a slight modification from their old menu upon request (calamari) which we really appreciated!
2023-11-24,OpenTable Diner,4.0,"Server was excellent! Kind and personable; well managed large party (11 people). No issues with her at all.

We’ve had our family Thanksgiving gatherings here for years and this year food definitely not as good as in past. Examples: rice pilaf cold, broccoli  burnt and undercooked; some fish dishes dry; chowder wicked salty.

Host station people also very good. Our reservation was at 1P on 11/24/23 in Framingham."
2023-11-24,KateR,5.0,Jeff made our day!  The food was fantastic and Jeff's service was outstanding.
2023-11-18,OpenTable Diner,5.0,"Absolutely amazing. The manager, Alondra, greeted us and was super friendly.  Our server Sean was so attentive. He told us about the specials and made suggestions on which wine to select. Sean made sure to check in with us during our meal and actually poured wine into our glasses each time he stopped to at the table. Another manager, I believe her name was Emily, checked on our experience as well and had the biggest and best smile. Overall from start to finish we could not have been happier with our Saturday night dinner and experience."
2023-11-18,LenL,5.0,Food and waitstaff were both excellent. Delivers consistently high-quality.
2023-11-16,OpenTable Diner,5.0,"New menu was perfect, everything was delicious and service was excellent, will be back!!"
2023-11-12,LoriL,5.0,"overall, our food was very good but didn't come out "" hot""....my husband had a clam chowder which was warm.....i had the tuna from LTK. Flavors were great but the brocolli had a little too much soy for my liking. Calamari was perfectly cooked and delish."
2023-11-12,Ballou,5.0,"Judy, our server was fantastic! I had the crab roll, whipped sweet potatoes and coleslaw. The pumpkin cheese cake dessert was phenomenal. My partner had grilled salmon, whipped sweet potatoes, and steamed broccoli. Comfortable booth in a quiet area. Always a great time at Legal Framingham!"
2023-11-10,OpenTable Diner,3.0,6:30 appointment and we were seated right on time. Not sure if our waitress was new or just having a bad night. Took forever to take our drink orders and even longer to get them. Food was great per usual once we finally ordered. The food definitely saved the night because although the waitress was very nice she took forever to get everything.
2023-11-08,KimmB,5.0,"First time in Framingham in a long time.  Great service, great food, not crowded, not noisy, wonderful booths.  My only complaint is that they should have a lunch menu with smaller portions and prices."
2023-11-04,Greg,3.0,"Kind of a disappointing meal. We’ve dined here many times. As much a frustrating meal as anything. We asked for feta instead of blue cheese on a salad with filet. It came with blue cheese. Means the person with the salad doesn’t start eating until 10 minutes after everyone else. Asked for plain, steamed broccoli. It came covered in butter sauce. Now child is eating chicken with no vegetable for 10 minutes. Asked for no butter sauce on fish. That was done, but the asparagus it came with was smothered in butter sauce so the fish was sitting in butter sauce.  The mashed sweet potatoes tasted like salt. So not good. Ended up being a disappointing meal all around. When you pay as much as you do at Legal Seafood, you expect these things to be correct. And you expect your food to be prepared properly. When that isn’t done, you’re tossing a lot of money at a bad meal."
2023-11-04,Marci,5.0,Great lunch menu. Lots of variety. Not just fish and seafood. Old favorites and great new additions. We'll be back!
2023-11-03,MauraF,5.0,"The staff was so friendly, patient and helpful with our large party and did not rush us.  The food was very good, but our server went above and beyond.  Many thanks!!!"
2023-11-03,JeanS,5.0,Great food and service . Yay legal  seafood you rock!
2023-11-02,Aaron,1.0,"The last time we came, I almost didn't come back because the service was so poor, but the food was great, so we gave it another shot. This time, the service was worse and the food was bad, too. I have a soft spot for Legal Sea Foods because I used to eat at the Copley Mall location very often, but it's a different place now.

I'll say it again: I realize how hard it is to find good servers, but when your dinner for two with no alcohol is $120, you expect a little bit more than the slow, inattentive, tone-deaf service we received last night.

Our server didn't even notice us for 15 minutes after we were seated, rushed us through our orders and seemed in too much of a hurry to let me finish a sentence, delivered the wrong fish (grilled, not blackened), and their ""fix"" for this was to just rub the blackening seasoning on my already-cut fish and hand it back to me.

She took 10 minutes to deliver simple seltzer waters, messed up my friend's meal and had to re-cook it (why not mine?), and then was tone-deaf enough to ask us if we were thinking about dessert when she hadn't even brought the seltzers we asked for yet.

Legal Sea Foods Framingham is circling the drain. The kids who work there need to be sent out to have dinner at a really nice place so they can see what real service is supposed to look like, because they have absolutely no clue. We'll just go to Burton's next door from now on, at least they know how to operate a restaurant."
2023-10-31,JackS,5.0,"Legal Seafoods is a favorite but the quality of food, service and ambience varies widely from location to location. My wife and I have been faithful patrons of LSF for over 40 years and have witnessed many ups and downs throughout both the Berkowitz and PPX years. We live south of Boston but make our way to the Framingham store as its food and service are head and shoulders above most other locations. The GM and team are obviously doing something right."
2023-10-28,SrMedDir,4.0,Grilled octopus was very good. Rainbow trout had no bones and was delicious. Salmon was expertly prepared. Wait staff were very attentive and excellent overall.
2023-10-28,KahunaMystic,5.0,"I don't recall our server's name but she was very nice. She could have been a bit more attentive in that I had to wait quite a while to ask her for a water refill but, for the most part, she was friendly and professional."
2023-10-27,Martha,4.0,Excellent food!  Service was slow but we weren’t in a hurry.
2023-10-27,YSKim,5.0,"Our server Andy was attentive, courteous, and efficient.  Food was prepared to our exact order, delivered to our table timely, and tasty."
2023-10-25,JosieY,5.0,Wonderful experience celebrating a birthday.  Will be back.
2023-10-23,CarolK,5.0,"Food was excellent as always, the service was great. Would definitely go back."
2023-10-22,NathanS,5.0,Staff was friendly and food was fantastic! The lobster roll was amazing.
2023-10-22,PeggyR,5.0,The same great Legal's menu served at this metro west location. Easy to find off the Mass Pike on route 9 with ample parking
2023-10-19,OpenTable Diner,5.0,Had a great experience. New menu items were great ! Will definitely come back to try again.
2023-10-18,ChrisM,5.0,"As always....excellent.  In fact one of the guests with me, at there 2 nights in a row!"
2023-10-18,Foodguy,3.0,"The service was attentive and polite, but unfortunately the food has gone downhill in recent years. The famed chowder was just OK, and the baked haddock was fishy and overcooked. Overpriced for what it is. There are better alternatives."
2023-10-17,WadeP,5.0,Clam chowder is a must. Seafood Casserole was fantastic! Service was appropriately attentive.
2023-10-14,OpenTable Diner,3.0,"Had a reservation at 6, got there early. Hostess gave our table that we request two people who didn’t even have a reservation, hostess claimed that they needed to get through reservations of 5:30 and 5:45 first, no one was there for those reservations. Was forgotten about after we order our meal for almost an hour. Nice waitress did comp most of our meal. Rude hostess though."
2023-10-13,LindaB,5.0,We grew up in Massachusetts and now live on the West Coast. We treated ourselves to baked stuffed lobster (smaller size) and it was everything we hoped for Sean was a great server. It was a little loud in there but otherwise everything was perfect.
2023-10-13,Scott,3.0,Tiny portion size for the Tuna...hardly even appetizer size
2023-10-09,Aaron,3.0,"Legal Sea Foods has always been a solid option, and one that I choose when I just want reliably good food and a nice dining experience. The food at Legal remains fabulous. I had a yellowfin tuna steak and it was delicious and cooked perfectly.

Service at our Framingham Legal, though, has been a bit up and down. I realize that restaurants aren't having the easiest time finding help, but when you're charging $50 a plate (and I feel the price is worth it for the food), it's rough to be seated and served by young kids who don't know what they're doing.

We were given lunch menus instead of dinner menus (almost didn't notice), our server forgot 1/3 of the order until it was too late to fix it, and was slow to bring even very simple water refills.

That isn't the kind of experience you expect when you're going to pay about $100 for two people for a basic dinner (we weren't even drinking alcohol).

I'll still return to Legal, I still think the food is great, but I hope they lean into staff training a bit more."
2023-10-09,CharleneM,5.0,"Chowder is hard to beat. Excellent lobster roll and great key lime pie. We met with old friends
and  our waiter didn’t rush us at all."
2023-10-08,lefty,4.0,only real downside: no Southern Comfort or Tia Maria. Vodka tonic was the worst I ever had.
2023-10-07,Pohlin,3.0,Ordered the seafood platter.  Scallops were way over cooked.  Took a while for the check to come.  Requested a change in table as we were next to a loud party.
2023-10-04,OpenTable Diner,3.0,"They brought wrong food
Server was VERY busy so service wasn’t up to usual standards
But still love Legal’s!"
2023-10-03,OleAnder,4.0,the Wellfleet oysters and yellow fin tuna (seared only) were excellent!
